,ID,Household income,Education,Household size,Rainfall,Ave temp,Amount spent,Willingness to pay,Kitchen Sink,ToiletWC,Garden,Car,Volume,Gender_female,Gender_male,Method_borehole,Method_carried,Method_delivered,Method_well,Availability_not_often,Availability_often,Quality_fair,Quality_good,Quality_poor,Quality_very good,Predicted volume
154,155,40000,1,4,107,74,210,260,0,0,0,0,120,1,0,0,0,1,0,0,1,1,0,0,0,316.2185785339712
155,156,40000,1,4,107,74,210,260,0,0,0,0,120,1,0,0,0,1,0,1,0,1,0,0,0,316.2185785339712
156,157,40000,1,5,107,74,380,430,0,0,0,0,100,1,0,0,0,1,0,1,0,1,0,0,0,538.8571865989735
157,158,90000,1,6,107,74,210,260,0,0,0,0,60,1,0,0,0,1,0,0,1,1,0,0,0,448.6981552545212
158,159,105000,1,6,107,74,180,230,0,0,0,0,120,1,0,0,0,1,0,0,1,1,0,0,0,428.1172913233899
159,160,70000,1,5,107,74,210,260,0,0,0,0,100,1,0,0,0,1,0,1,0,1,0,0,0,358.9661889828573
160,161,70000,1,3,107,74,210,260,0,0,0,0,90,1,0,0,0,1,0,0,1,1,0,0,0,283.4714815314339
161,162,70000,1,5,107,74,180,230,0,0,0,0,50,1,0,0,0,1,0,0,1,0,1,0,0,337.56526759741655
162,163,70000,1,6,107,74,210,260,0,0,0,0,60,1,0,0,0,1,0,1,0,0,1,0,0,433.68543551769454
163,164,70000,1,3,107,74,370,420,0,0,0,0,60,1,0,0,0,1,0,0,1,1,0,0,0,396.6994856255024
164,165,105000,1,4,107,74,210,260,0,0,0,0,80,1,0,0,0,1,0,0,1,0,1,0,0,337.85056953146415
165,166,40000,1,4,107,74,210,260,0,0,0,0,80,1,0,0,0,1,0,0,1,0,1,0,0,316.2185785339712
166,167,100000,1,3,107,74,320,370,0,0,0,0,90,1,0,0,0,1,0,1,0,1,0,0,0,366.00341856132457
167,168,40000,1,4,107,74,210,260,0,0,0,0,80,1,0,0,0,1,0,1,0,1,0,0,0,316.2185785339712
168,169,50000,1,4,107,74,140,190,0,0,0,0,80,1,0,0,0,1,0,1,0,1,0,0,0,277.5169988448714
169,170,55000,1,3,107,74,210,260,0,0,0,0,90,1,0,0,0,1,0,0,1,0,1,0,0,283.35156545406466
170,171,70000,1,5,107,74,210,260,0,0,0,0,50,1,0,0,0,1,0,1,0,1,0,0,0,358.9661889828573
171,172,50000,1,4,107,74,180,230,0,0,0,0,80,1,0,0,0,1,0,0,1,1,0,0,0,295.093653375598
172,173,80000,1,4,107,74,210,260,0,0,0,0,80,1,0,0,0,1,0,0,1,0,1,0,0,322.4889313563867
173,174,80000,1,5,107,74,210,260,0,0,0,0,50,1,0,0,0,1,0,1,0,1,0,0,0,363.98611792302523
174,175,80000,1,6,107,74,190,240,0,0,0,0,60,1,0,0,0,1,0,0,1,1,0,0,0,415.6193493558322
175,176,80000,1,3,107,74,210,260,0,0,0,0,60,1,0,0,0,1,0,1,0,0,1,0,0,285.5660816214071
176,177,80000,1,4,107,74,210,260,0,0,0,0,80,1,0,0,0,1,0,0,1,0,1,0,0,322.4889313563867
177,178,80000,1,4,107,74,400,450,0,0,0,0,80,1,0,0,0,1,0,0,1,1,0,0,0,488.37795254520864
178,179,80000,1,5,107,74,210,260,0,0,0,0,50,1,0,0,0,1,0,1,0,0,1,0,0,363.98611792302523
179,180,80000,1,3,107,74,120,170,0,0,0,0,120,1,0,0,0,1,0,1,0,1,0,0,0,260.1183800578974
180,181,80000,1,4,107,74,280,330,0,0,0,0,120,1,0,0,0,1,0,1,0,1,0,0,0,373.1622118087098
181,182,50000,1,4,107,74,120,170,0,0,0,0,120,1,0,0,0,1,0,0,1,0,1,0,0,271.6328987972319
182,183,60000,1,3,107,74,120,170,0,0,0,0,90,1,0,0,0,1,0,1,0,1,0,0,0,254.63602058883524
183,184,50000,1,4,107,74,165,210,0,0,0,0,200,1,0,0,0,1,0,1,0,0,1,0,0,287.7631667380065
184,185,70000,1,5,107,74,380,430,0,0,0,0,100,1,0,0,1,0,0,1,0,0,1,0,0,559.1867795478754
185,186,95000,1,5,107,74,165,210,0,0,0,0,100,1,0,0,1,0,0,1,0,0,1,0,0,424.3717110119072
186,187,95000,1,6,107,74,120,170,0,0,0,1,120,1,0,0,0,1,0,0,1,0,1,0,0,363.29242880737746
187,188,65000,1,5,107,74,165,210,0,0,0,0,100,1,0,0,0,1,0,1,0,0,1,0,0,326.2083708544358
188,189,45000,1,3,107,74,280,330,0,0,0,0,300,1,0,0,0,1,0,1,0,0,1,0,0,328.03623783074033
189,190,40000,1,4,107,74,360,410,0,0,0,0,400,1,0,0,0,1,0,1,0,1,0,0,0,436.3647491010298
190,191,55000,1,3,107,74,450,500,0,0,0,0,360,1,0,0,1,0,0,1,0,1,0,0,0,456.4614793227629
191,192,55000,1,3,107,74,450,500,0,0,0,0,360,1,0,0,0,1,0,0,1,1,0,0,0,465.06625152162314
192,193,85000,1,6,107,74,165,210,0,0,0,0,300,1,0,0,0,1,0,0,1,1,0,0,0,392.2052214076383
193,194,90000,1,5,107,74,210,260,0,0,0,0,300,1,0,0,0,1,0,0,1,1,0,0,0,373.3863241789626
194,195,60000,1,3,107,74,280,330,0,0,0,0,390,1,0,0,1,0,0,0,1,0,1,0,0,367.0524626012164
195,196,100000,1,4,107,74,285,330,0,0,0,0,320,1,0,0,1,0,0,1,0,0,1,0,0,450.5480789094318
196,197,100000,1,6,107,74,210,260,0,0,0,0,360,1,0,0,1,0,0,0,1,0,1,0,0,526.7372394516202
197,198,40000,1,4,107,74,330,380,0,0,0,0,360,1,0,0,0,1,0,0,1,0,1,0,0,404.16401251113854
198,199,50000,1,3,107,74,480,300,0,0,0,0,390,1,0,0,0,1,0,1,0,1,0,0,0,460.06828065722436
199,200,75000,1,4,107,74,330,380,0,0,0,0,360,1,0,0,0,1,0,0,1,0,1,0,0,414.99989610644684
200,201,95000,1,6,284,76,285,330,0,0,0,0,480,1,0,0,0,1,0,1,0,0,1,0,0,525.2981272341348
201,202,55000,1,3,284,76,570,280,0,0,0,0,450,1,0,0,0,1,0,0,1,0,1,0,0,505.20898184574384
202,203,65000,1,4,284,76,480,300,0,0,0,0,520,1,0,0,0,1,0,1,0,0,1,0,0,497.38423488709253
203,204,105000,1,3,284,76,720,380,0,0,0,0,570,1,0,0,1,0,0,0,1,1,0,0,0,753.904354688607
204,205,65000,1,5,284,76,300,350,0,0,0,0,550,0,1,0,1,0,0,0,1,0,1,0,0,568.7908650165317
205,206,60000,1,3,284,76,600,450,0,0,0,0,480,0,1,0,0,1,0,1,0,1,0,0,0,561.3600116553692
206,207,75000,1,4,284,76,450,500,0,0,0,0,480,1,0,0,1,0,0,0,1,1,0,0,0,627.5182215423628
207,208,105000,1,4,284,76,380,430,0,0,0,0,480,0,1,0,1,0,0,0,1,0,1,0,0,568.0376790893049
208,209,45000,1,3,284,76,765,280,0,0,0,0,600,1,0,0,1,0,0,0,1,0,1,0,0,739.612517850802
209,210,80000,1,4,284,76,525,480,0,0,0,0,560,1,0,0,0,1,0,1,0,1,0,0,0,600.8749691597732
210,211,80000,1,4,284,76,600,450,0,0,0,0,640,1,0,0,1,0,0,1,0,0,1,0,0,728.2392268498996
211,212,95000,1,6,284,76,165,210,0,0,0,0,300,1,0,0,0,1,0,1,0,0,1,0,0,357.9622918711024
212,213,85000,1,6,284,76,270,320,0,0,0,0,300,1,0,0,0,1,0,0,1,1,0,0,0,499.0057132139818
213,214,40000,1,4,284,76,240,290,0,0,0,0,280,1,0,0,1,0,0,0,1,0,1,0,0,421.128077569333
214,215,100000,1,4,284,76,310,360,0,0,0,1,400,1,0,0,1,0,0,1,0,1,0,0,0,514.2352973366125
215,216,95000,1,6,284,76,210,260,0,0,0,0,360,1,0,0,1,0,0,1,0,1,0,0,0,585.9131097676067
216,217,95000,1,6,284,76,380,430,0,0,0,0,360,1,0,0,1,0,0,0,1,1,0,0,0,777.5192495324183
