,ID,Household income,Education,Household size,Rainfall,Ave temp,Amount spent,Willingness to pay,Kitchen Sink,ToiletWC,Garden,Car,Volume,Gender_female,Gender_male,Method_borehole,Method_carried,Method_delivered,Method_well,Availability_not_often,Availability_often,Quality_fair,Quality_good,Quality_poor,Quality_very good,Predicted volume
79,80,105000,1,4,0,75,120,170,0,0,0,0,40,1,0,0,0,1,0,0,1,0,1,0,0,117.86861870081452
80,81,75000,1,6,0,75,180,230,0,0,0,0,60,1,0,0,0,1,0,1,0,0,1,0,0,306.22866939271495
81,82,60000,1,3,0,75,120,170,0,0,0,0,60,1,0,0,0,1,0,0,1,1,0,0,0,45.94193181804951
82,83,105000,1,3,0,75,120,170,0,0,0,0,60,1,0,0,0,1,0,0,1,0,1,0,0,54.22186116837764
83,84,95000,1,6,0,75,220,270,0,0,0,0,60,1,0,0,0,1,0,1,0,1,0,0,0,354.29963034435775
84,85,80000,1,4,0,75,120,170,0,0,0,0,80,1,0,0,0,1,0,1,0,1,0,0,0,113.26865795063219
85,86,45000,1,3,0,75,120,170,0,0,0,0,90,1,0,0,0,1,0,1,0,1,0,0,0,43.181955367940134
86,87,60000,1,3,0,75,180,230,0,0,0,0,90,1,0,0,0,1,0,0,1,0,1,0,0,112.52842034529499
87,88,85000,1,6,0,75,120,170,0,0,0,0,60,1,0,0,0,1,0,0,1,0,1,0,0,241.48216516554243
88,89,45000,1,3,0,75,190,240,0,0,0,0,120,1,0,0,0,1,0,0,1,1,0,0,0,120.86619198305988
89,90,45000,1,3,0,75,120,170,0,0,0,0,120,1,0,0,0,1,0,1,0,0,1,0,0,43.181955367940134
90,91,45000,1,4,0,75,165,210,0,0,0,0,200,1,0,0,0,1,0,1,0,0,1,0,0,154.61172543076103
91,92,45000,1,4,0,75,165,210,0,0,0,0,160,1,0,0,0,1,0,1,0,0,1,0,0,154.61172543076103
92,93,45000,1,6,0,75,100,150,0,0,0,0,120,1,0,0,0,1,0,1,0,1,0,0,0,211.9267317895023
93,94,45000,1,6,0,75,165,210,0,0,0,0,120,1,0,0,0,1,0,0,1,1,0,0,0,281.90524049563476
94,95,45000,1,6,0,75,120,170,0,0,0,0,120,1,0,0,0,1,0,1,0,0,0,0,1,234.12222796525077
95,96,45000,1,3,0,75,165,210,0,0,0,0,120,1,0,0,0,1,0,1,0,0,0,0,1,90.96496789832418
