,ID,Household income,Education,Household size,Rainfall,Ave temp,Amount spent,Willingness to pay,Kitchen Sink,ToiletWC,Garden,Car,Volume,Gender_female,Gender_male,Method_borehole,Method_carried,Method_delivered,Method_well,Availability_not_often,Availability_often,Quality_fair,Quality_good,Quality_poor,Quality_very good,Predicted volume
112,113,85000,1,3,107,74,360,410,0,0,0,0,300,1,0,0,0,1,0,1,0,0,1,0,0,354.5838073514796
113,114,85000,1,4,107,74,405,450,0,0,0,0,440,1,0,0,1,0,0,0,1,0,1,0,0,471.5695191842111
114,115,85000,1,5,107,74,450,500,0,0,0,0,600,1,0,0,0,1,0,0,1,1,0,0,0,531.2486119714074
115,116,85000,1,5,107,74,210,260,0,0,0,0,300,1,0,0,0,1,0,0,1,1,0,0,0,248.94498129383726
116,117,85000,1,4,107,74,220,270,0,0,0,0,400,1,0,0,1,0,0,1,0,0,1,0,0,285.11676231279665
117,118,85000,1,5,107,74,285,330,0,0,0,0,400,1,0,0,1,0,0,1,0,0,1,0,0,363.22833932328393
118,119,100000,1,3,107,74,180,230,0,0,0,0,300,1,0,0,0,1,0,1,0,0,1,0,0,210.35317476895304
119,120,80000,1,6,107,74,165,210,0,0,0,0,300,1,0,0,0,1,0,1,0,0,1,0,0,262.96086078688194
120,121,40000,1,4,107,74,285,330,0,0,0,0,320,0,1,0,0,1,0,0,1,1,0,0,0,296.99053984208183
121,122,50000,1,4,107,74,360,410,0,0,0,0,400,1,0,0,0,1,0,0,1,1,0,0,0,361.59211791357325
122,123,100000,1,3,107,74,480,300,0,0,0,0,390,1,0,0,1,0,0,1,0,0,1,0,0,404.7353737257542
123,124,100000,1,4,107,74,220,270,0,0,0,0,320,1,0,0,0,1,0,0,1,0,1,0,0,285.11676231279665
124,125,40000,1,4,107,74,405,450,0,0,0,0,440,1,0,0,0,1,0,1,0,0,1,0,0,470.4315777584476
125,126,100000,1,3,107,74,350,400,0,0,0,0,390,1,0,0,1,0,0,1,0,0,1,0,0,361.28631042076415
126,127,60000,1,3,107,74,480,300,0,0,0,0,390,1,0,0,1,0,0,0,1,0,1,0,0,403.5570866732282
127,128,40000,1,4,107,74,450,500,0,0,0,0,480,1,0,0,1,0,0,1,0,1,0,0,0,475.50835790462634
128,129,95000,1,6,107,74,240,290,0,0,0,0,420,1,0,0,1,0,0,0,1,0,1,0,0,395.7922913532389
129,130,45000,1,3,107,74,480,300,0,0,0,1,390,1,0,0,0,1,0,1,0,0,1,0,0,400.5701601832646
130,131,85000,1,4,107,74,405,450,0,0,0,0,440,1,0,0,1,0,0,0,1,0,1,0,0,471.5695191842111
131,132,60000,1,3,107,74,450,500,0,0,0,0,360,1,0,0,0,1,0,1,0,1,0,0,0,378.79538766656435
132,133,75000,1,4,107,74,480,300,0,0,0,0,520,1,0,0,0,1,0,0,1,0,1,0,0,495.37907223150324
133,134,80000,1,4,107,74,300,350,0,0,0,0,440,1,0,0,1,0,0,1,0,0,1,0,0,305.16398779295633
134,135,95000,1,6,107,74,240,290,0,0,0,0,420,1,0,0,1,0,0,0,1,1,0,0,0,395.7922913532389
135,136,95000,1,6,107,74,330,380,0,0,0,0,540,1,0,0,0,1,0,1,0,0,1,0,0,559.918605360428
136,137,95000,1,4,107,74,450,500,0,0,0,0,480,1,0,0,1,0,0,1,0,1,0,0,0,477.42222461575824
137,138,95000,1,5,107,74,230,280,0,0,0,0,450,1,0,0,0,1,0,0,1,0,1,0,0,333.24066524847484
138,139,95000,1,3,107,74,600,450,0,0,0,0,480,1,0,0,0,1,0,1,0,0,1,0,0,496.33737350711533
139,140,95000,1,3,107,74,480,300,0,0,0,0,480,1,0,0,0,1,0,0,1,1,0,0,0,403.2359472357906
140,141,95000,1,4,107,74,360,410,0,0,0,0,400,1,0,0,1,0,0,0,1,1,0,0,0,367.1457343811024
141,142,75000,1,6,107,74,280,330,0,0,0,0,600,1,0,0,0,1,0,0,1,0,1,0,0,373.8010963594497
142,143,95000,1,6,107,74,285,330,0,0,0,0,480,1,0,0,0,1,0,0,1,0,1,0,0,372.177478457688
143,144,60000,1,3,107,74,720,380,0,0,0,0,570,1,0,0,1,0,0,1,0,0,1,0,0,572.619475643835
144,145,75000,1,4,107,74,450,500,0,0,0,0,480,1,0,0,1,0,0,1,0,0,1,0,0,477.42222461575824
145,146,40000,1,4,107,74,180,230,0,0,0,0,400,1,0,0,0,1,0,1,0,0,1,0,0,201.48106429478707
146,147,65000,1,5,107,74,285,330,0,0,0,0,400,1,0,0,0,1,0,0,1,0,1,0,0,339.71762613157426
147,148,85000,1,6,107,74,300,350,0,0,0,0,480,1,0,0,1,0,0,1,0,1,0,0,0,436.15303379637277
148,149,40000,1,4,107,74,120,170,0,0,0,0,160,1,0,0,0,1,0,1,0,1,0,0,0,152.8836885323405
149,150,45000,1,3,107,74,645,400,0,0,0,0,510,1,0,0,1,0,0,1,0,0,1,0,0,527.1425825188394
150,151,65000,1,5,107,74,285,330,0,0,0,0,400,1,0,0,0,1,0,0,1,0,1,0,0,339.71762613157426
151,152,40000,1,4,107,74,360,410,0,0,0,0,400,1,0,0,0,1,0,0,1,1,0,0,0,357.3023355854124
152,153,40000,1,6,107,74,210,260,0,0,0,0,360,1,0,0,0,1,0,0,1,0,1,0,0,318.2680595117986
153,154,40000,1,5,107,74,380,430,0,0,0,0,100,1,0,0,0,1,0,0,1,0,1,0,0,209.76793708724534
154,155,40000,1,4,107,74,210,260,0,0,0,0,120,1,0,0,0,1,0,0,1,1,0,0,0,185.8064166719912
155,156,40000,1,4,107,74,210,260,0,0,0,0,120,1,0,0,0,1,0,1,0,1,0,0,0,185.8064166719912
156,157,40000,1,5,107,74,380,430,0,0,0,0,100,1,0,0,0,1,0,1,0,1,0,0,0,209.76793708724534
157,158,90000,1,6,107,74,210,260,0,0,0,0,60,1,0,0,0,1,0,0,1,1,0,0,0,340.54970516539294
158,159,105000,1,6,107,74,180,230,0,0,0,0,120,1,0,0,0,1,0,0,1,1,0,0,0,245.8800201026819
159,160,70000,1,5,107,74,210,260,0,0,0,0,100,1,0,0,0,1,0,1,0,1,0,0,0,243.64324603330377
160,161,70000,1,3,107,74,210,260,0,0,0,0,90,1,0,0,0,1,0,0,1,1,0,0,0,190.10989090729734
161,162,70000,1,5,107,74,180,230,0,0,0,0,50,1,0,0,0,1,0,0,1,0,1,0,0,223.53723457413952
162,163,70000,1,6,107,74,210,260,0,0,0,0,60,1,0,0,0,1,0,1,0,0,1,0,0,333.8376081832477
163,164,70000,1,3,107,74,370,420,0,0,0,0,60,1,0,0,0,1,0,0,1,1,0,0,0,278.9136212238291
164,165,105000,1,4,107,74,210,260,0,0,0,0,80,1,0,0,0,1,0,0,1,0,1,0,0,197.36717168577997
165,166,40000,1,4,107,74,210,260,0,0,0,0,80,1,0,0,0,1,0,0,1,0,1,0,0,185.8064166719912
166,167,100000,1,3,107,74,320,370,0,0,0,0,90,1,0,0,0,1,0,1,0,1,0,0,0,223.4460637275806
167,168,40000,1,4,107,74,210,260,0,0,0,0,80,1,0,0,0,1,0,1,0,1,0,0,0,185.8064166719912
168,169,50000,1,4,107,74,140,190,0,0,0,0,80,1,0,0,0,1,0,1,0,1,0,0,0,172.95653415861818
169,170,55000,1,3,107,74,210,260,0,0,0,0,90,1,0,0,0,1,0,0,1,0,1,0,0,185.5822197633728
170,171,70000,1,5,107,74,210,260,0,0,0,0,50,1,0,0,0,1,0,1,0,1,0,0,0,243.64324603330377
171,172,50000,1,4,107,74,180,230,0,0,0,0,80,1,0,0,0,1,0,0,1,1,0,0,0,199.34960515337625
172,173,80000,1,4,107,74,210,260,0,0,0,0,80,1,0,0,0,1,0,0,1,0,1,0,0,198.2234513383308
173,174,80000,1,5,107,74,210,260,0,0,0,0,50,1,0,0,0,1,0,1,0,1,0,0,0,247.84805821691418
174,175,80000,1,6,107,74,190,240,0,0,0,0,60,1,0,0,0,1,0,0,1,1,0,0,0,232.89531287034814
175,176,80000,1,3,107,74,210,260,0,0,0,0,60,1,0,0,0,1,0,1,0,0,1,0,0,192.13322431937277
176,177,80000,1,4,107,74,210,260,0,0,0,0,80,1,0,0,0,1,0,0,1,0,1,0,0,198.2234513383308
177,178,80000,1,4,107,74,400,450,0,0,0,0,80,1,0,0,0,1,0,0,1,1,0,0,0,244.314928900857
178,179,80000,1,5,107,74,210,260,0,0,0,0,50,1,0,0,0,1,0,1,0,0,1,0,0,247.84805821691418
179,180,80000,1,3,107,74,120,170,0,0,0,0,120,1,0,0,0,1,0,1,0,1,0,0,0,125.38039121359095
180,181,80000,1,4,107,74,280,330,0,0,0,0,120,1,0,0,0,1,0,1,0,1,0,0,0,300.28687095448134
181,182,50000,1,4,107,74,120,170,0,0,0,0,120,1,0,0,0,1,0,0,1,0,1,0,0,148.39125074635476
182,183,60000,1,3,107,74,120,170,0,0,0,0,90,1,0,0,0,1,0,1,0,1,0,0,0,119.76949513850411
183,184,50000,1,4,107,74,165,210,0,0,0,0,200,1,0,0,0,1,0,1,0,0,1,0,0,202.53721510251634
184,185,70000,1,5,107,74,380,430,0,0,0,0,100,1,0,0,1,0,0,1,0,0,1,0,0,291.76476505724304
185,186,95000,1,5,107,74,165,210,0,0,0,0,100,1,0,0,1,0,0,1,0,0,1,0,0,231.4859567253798
186,187,95000,1,6,107,74,120,170,0,0,0,1,120,1,0,0,0,1,0,0,1,0,1,0,0,140.36109182520832
187,188,65000,1,5,107,74,165,210,0,0,0,0,100,1,0,0,0,1,0,1,0,0,1,0,0,231.94148320827236
188,189,45000,1,3,107,74,280,330,0,0,0,0,300,1,0,0,0,1,0,1,0,0,1,0,0,234.45991053140295
189,190,40000,1,4,107,74,360,410,0,0,0,0,400,1,0,0,0,1,0,1,0,1,0,0,0,357.3023355854124
190,191,55000,1,3,107,74,450,500,0,0,0,0,360,1,0,0,1,0,0,1,0,1,0,0,0,380.60127001950553
191,192,55000,1,3,107,74,450,500,0,0,0,0,360,1,0,0,0,1,0,0,1,1,0,0,0,378.79538766656435
192,193,85000,1,6,107,74,165,210,0,0,0,0,300,1,0,0,0,1,0,0,1,1,0,0,0,265.3289193949405
193,194,90000,1,5,107,74,210,260,0,0,0,0,300,1,0,0,0,1,0,0,1,1,0,0,0,248.94498129383726
194,195,60000,1,3,107,74,280,330,0,0,0,0,390,1,0,0,1,0,0,0,1,0,1,0,0,234.45991053140295
195,196,100000,1,4,107,74,285,330,0,0,0,0,320,1,0,0,1,0,0,1,0,0,1,0,0,309.87994362864924
196,197,100000,1,6,107,74,210,260,0,0,0,0,360,1,0,0,1,0,0,0,1,0,1,0,0,357.6978387317524
197,198,40000,1,4,107,74,330,380,0,0,0,0,360,1,0,0,0,1,0,0,1,0,1,0,0,356.77839000718114
198,199,50000,1,3,107,74,480,300,0,0,0,0,390,1,0,0,0,1,0,1,0,1,0,0,0,402.0576601832646
199,200,75000,1,4,107,74,330,380,0,0,0,0,360,1,0,0,0,1,0,0,1,0,1,0,0,360.79636743583285
200,201,95000,1,6,284,76,285,330,0,0,0,0,480,1,0,0,0,1,0,1,0,0,1,0,0,359.15249552799554
