,ID,Household income,Education,Household size,Rainfall,Ave temp,Travel time,Amount spent,Willingness to pay,Kitchen Sink,ToiletWC,Garden,Car,Shortest distance,Height diff,LULC,Volume,Gender_female,Gender_male,Method_borehole,Method_carried,Method_delivered,Method_well,Availability_not_often,Availability_often,Quality_fair,Quality_good,Quality_poor,Quality_very good,Predicted volume
107,108,55000,1,5,107,74,25,285,330,0,0,0,0,108.26,2,7,400,1,0,0,0,1,0,1,0,1,0,0,0,537.9861484397695
108,109,95000,1,6,107,74,42,210,260,0,0,0,0,113.89,2,7,360,1,0,0,0,1,0,0,1,0,1,0,0,533.7989353747748
109,110,75000,1,4,107,74,32,330,380,0,0,0,0,183.35,1,7,360,1,0,0,0,1,0,1,0,0,1,0,0,466.8525165656456
110,111,85000,1,6,107,74,52,165,210,0,0,0,0,226.74,2,7,300,1,0,0,0,1,0,1,0,1,0,0,0,485.99384680949254
111,112,85000,1,4,107,74,42,240,290,0,0,0,0,283.47,1,7,280,1,0,0,0,1,0,1,0,1,0,0,0,401.5642092388912
112,113,85000,1,3,107,74,25,360,410,0,0,0,0,261.69,2,7,300,1,0,0,0,1,0,1,0,0,1,0,0,429.90408518070325
113,114,85000,1,4,107,74,25,405,450,0,0,0,0,118.68,2,7,440,1,0,0,1,0,0,0,1,0,1,0,0,525.5925478917853
114,115,85000,1,5,107,74,22,450,500,0,0,0,0,33.53,1,7,600,1,0,0,0,1,0,0,1,1,0,0,0,620.5461618563761
115,116,85000,1,5,107,74,52,210,260,0,0,0,0,142.44,2,7,300,1,0,0,0,1,0,0,1,1,0,0,0,429.59485276138844
116,117,85000,1,4,107,74,35,220,270,0,0,0,0,81.5,0,7,400,1,0,0,1,0,0,1,0,0,1,0,0,414.5168491314982
117,118,85000,1,5,107,74,32,285,330,0,0,0,0,88.28,2,7,400,1,0,0,1,0,0,1,0,0,1,0,0,525.8556681304824
118,119,100000,1,3,107,74,25,180,230,0,0,0,0,199.4,5,7,300,1,0,0,0,1,0,1,0,0,1,0,0,352.5232206053716
119,120,80000,1,6,107,74,52,165,210,0,0,0,0,172.0,7,7,300,1,0,0,0,1,0,1,0,0,1,0,0,484.05824363506144
120,121,40000,1,4,107,74,35,285,330,0,0,0,0,147.49,3,7,320,0,1,0,0,1,0,0,1,1,0,0,0,433.3057623717118
121,122,50000,1,4,107,74,25,360,410,0,0,0,0,57.01,1,7,400,1,0,0,0,1,0,0,1,1,0,0,0,494.6310096950507
122,123,100000,1,3,107,74,13,480,300,0,0,0,0,56.75,2,7,390,1,0,0,1,0,0,1,0,0,1,0,0,539.4808513267677
123,124,100000,1,4,107,74,35,220,270,0,0,0,0,145.91,8,7,320,1,0,0,0,1,0,0,1,0,1,0,0,412.6904602789361
124,125,40000,1,4,107,74,22,405,450,0,0,0,0,55.01,1,7,440,1,0,0,0,1,0,1,0,0,1,0,0,522.0758360206779
125,126,100000,1,3,107,74,13,350,400,0,0,0,0,88.62,4,7,390,1,0,0,1,0,0,1,0,0,1,0,0,464.6203838789249
126,127,60000,1,3,107,74,13,480,300,0,0,0,0,97.74,3,7,390,1,0,0,1,0,0,0,1,0,1,0,0,534.8977749377672
127,128,40000,1,4,107,74,22,450,500,0,0,0,0,32.02,1,7,480,1,0,0,1,0,0,1,0,1,0,0,0,545.7155989939773
128,129,95000,1,6,107,74,42,240,290,0,0,0,0,79.88,0,7,420,1,0,0,1,0,0,0,1,0,1,0,0,551.1652764415173
129,130,45000,1,3,107,74,13,480,300,0,0,0,1,95.52,4,7,390,1,0,0,0,1,0,1,0,0,1,0,0,527.7706835939741
130,131,85000,1,4,107,74,25,405,450,0,0,0,0,56.01,1,7,440,1,0,0,1,0,0,0,1,0,1,0,0,524.3034224758791
131,132,60000,1,3,107,74,22,450,500,0,0,0,0,94.37,1,7,360,1,0,0,0,1,0,1,0,1,0,0,0,470.9742042229344
132,133,75000,1,4,107,74,15,480,300,0,0,0,0,23.85,1,7,520,1,0,0,0,1,0,0,1,0,1,0,0,598.1879418913753
133,134,80000,1,4,107,74,25,300,350,0,0,0,0,74.17,1,7,440,1,0,0,1,0,0,1,0,0,1,0,0,478.0663436902371
134,135,95000,1,6,107,74,42,240,290,0,0,0,0,79.2,1,7,420,1,0,0,1,0,0,0,1,1,0,0,0,551.128520751326
135,136,95000,1,6,107,74,32,330,380,0,0,0,0,30.59,1,7,540,1,0,0,0,1,0,1,0,0,1,0,0,613.8233321072553
136,137,95000,1,4,107,74,22,450,500,0,0,0,0,67.08,2,7,480,1,0,0,1,0,0,1,0,1,0,0,0,553.8772324660248
137,138,95000,1,5,107,74,32,230,280,0,0,0,0,69.35,2,7,450,1,0,0,0,1,0,0,1,0,1,0,0,497.52624901420074
138,139,95000,1,3,107,74,5,600,450,0,0,0,0,49.48,1,7,480,1,0,0,0,1,0,1,0,0,1,0,0,606.9557005996587
139,140,95000,1,3,107,74,5,480,300,0,0,0,0,45.88,0,7,480,1,0,0,0,1,0,0,1,1,0,0,0,557.3689990795044
140,141,95000,1,4,107,74,25,360,410,0,0,0,0,93.91,3,7,400,1,0,0,1,0,0,0,1,1,0,0,0,506.48020201383247
141,142,75000,1,6,107,74,25,280,330,0,0,0,0,10.77,0,7,600,1,0,0,0,1,0,0,1,0,1,0,0,609.8459424361962
142,143,95000,1,6,107,74,35,285,330,0,0,0,0,60.44,2,7,480,1,0,0,0,1,0,0,1,0,1,0,0,586.4155209759688
143,144,60000,1,3,107,74,5,720,380,0,0,0,0,35.44,1,7,570,1,0,0,1,0,0,1,0,0,1,0,0,674.768628369441
144,145,75000,1,4,107,74,22,450,500,0,0,0,0,59.51,0,7,480,1,0,0,1,0,0,1,0,0,1,0,0,551.0546182069792
145,146,40000,1,4,107,74,25,180,230,0,0,0,0,99.76,1,7,400,1,0,0,0,1,0,1,0,0,1,0,0,416.1296142850463
146,147,65000,1,5,107,74,35,285,330,0,0,0,0,89.47,2,7,400,1,0,0,0,1,0,0,1,0,1,0,0,509.2298778246739
147,148,85000,1,6,107,74,35,300,350,0,0,0,0,57.71,1,7,480,1,0,0,1,0,0,1,0,1,0,0,0,596.1403061308672
148,149,40000,1,4,107,74,62,120,170,0,0,0,0,229.59,8,7,160,1,0,0,0,1,0,1,0,1,0,0,0,282.7201911450546
149,150,45000,1,3,107,74,5,645,400,0,0,0,0,36.36,1,7,510,1,0,0,1,0,0,1,0,0,1,0,0,632.3416360236188
150,151,65000,1,5,107,74,35,285,330,0,0,0,0,129.4,5,7,400,1,0,0,0,1,0,0,1,0,1,0,0,509.9980200678004
151,152,40000,1,4,107,74,32,360,410,0,0,0,0,121.5,4,7,400,1,0,0,0,1,0,0,1,1,0,0,0,473.7562333729769
152,153,40000,1,6,107,74,42,210,260,0,0,0,0,177.72,4,7,360,1,0,0,0,1,0,0,1,0,1,0,0,527.6394449353646
153,154,40000,1,5,107,74,132,380,430,0,0,0,0,230.65,7,7,100,1,0,0,0,1,0,0,1,0,1,0,0,261.19759009650585
154,155,40000,1,4,107,74,92,210,260,0,0,0,0,294.54,6,7,120,1,0,0,0,1,0,0,1,1,0,0,0,233.99250842326958
155,156,40000,1,4,107,74,92,210,260,0,0,0,0,178.72,2,7,120,1,0,0,0,1,0,1,0,1,0,0,0,231.65855334162265
